car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Honda Jazz,Honda,Jazz,4,31000,Dealer,Petrol,Automatic,19,1199,88.7,5,745000
Volkswagen Polo,Volkswagen,Polo,6,117089,Dealer,Diesel,Manual,20.14,1498,88.8,5,450000
Hyundai i20,Hyundai,i20,4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,625000
Maruti Alto,Maruti,Alto,9,21001,Dealer,Petrol,Manual,20.92,998,67.1,5,265000
Volkswagen Vento,Volkswagen,Vento,6,49700,Dealer,Petrol,Manual,15.04,1598,103.2,5,620000
Ford Ecosport,Ford,Ecosport,5,175000,Individual,Diesel,Manual,22.77,1498,98.59,5,680000
Maruti Alto,Maruti,Alto,4,30903,Dealer,Petrol,Manual,23.95,998,67.05,5,377000
Maruti Swift Dzire,Maruti,Swift Dzire,4,60500,Individual,Diesel,Manual,19.3,1248,73.9,5,620000
Honda City,Honda,City,4,40000,Individual,Petrol,Automatic,18,1497,117.3,5,950000
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Manual,18.9,1197,82,5,475000
Maruti Swift Dzire,Maruti,Swift Dzire,6,35000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
Mahindra Bolero,Mahindra,Bolero,3,35000,Individual,Diesel,Manual,16.5,1493,70,7,800000
Mahindra XUV500,Mahindra,XUV500,7,145000,Individual,Diesel,Manual,15.1,2179,140,7,750000
Hyundai Santro,Hyundai,Santro,11,120000,Individual,LPG,Manual,17.8,1086,63,5,134000
Ford Figo,Ford,Figo,9,110000,Individual,Diesel,Manual,20,1399,68,5,250000
Maruti Swift,Maruti,Swift,3,13000,Individual,Petrol,Manual,22,1197,81.8,5,585000
Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,22.9,1248,74,5,350000
Toyota Innova,Toyota,Innova,6,91000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1150000
Skoda Rapid,Skoda,Rapid,3,35000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,1090000
Honda City,Honda,City,9,59100,Dealer,Petrol,Automatic,15.6,1497,116.3,5,575000
Datsun RediGO,Datsun,RediGO,4,10000,Individual,Petrol,Manual,22.7,799,53.64,5,350000
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,23.01,999,67,5,299000
Maruti Wagon R,Maruti,Wagon R,6,41559,Dealer,Petrol,Manual,21.5,1197,81.8,5,350000
Maruti Alto,Maruti,Alto,5,35000,Individual,Petrol,Manual,23.95,998,67.05,5,285000
Renault KWID,Renault,KWID,1,2300,Individual,Petrol,Manual,25.17,799,53.3,5,375000
Hyundai Creta,Hyundai,Creta,6,63000,Dealer,Petrol,Manual,15.8,1591,121.3,5,965000
Hyundai i10,Hyundai,i10,6,33421,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
Ford Ecosport,Ford,Ecosport,7,80000,Dealer,Diesel,Manual,22.7,1498,89.84,5,590000
BMW 5,BMW,5,5,40000,Dealer,Diesel,Automatic,18.12,1995,190,5,3350000
Mahindra Bolero,Mahindra,Bolero,11,120000,Individual,Diesel,Manual,13.6,2523,63,8,450000
Maruti Swift,Maruti,Swift,6,56000,Dealer,Diesel,Manual,25.2,1248,74,5,490000
Maruti Ciaz,Maruti,Ciaz,2,15000,Individual,Petrol,Manual,21.56,1462,103.25,5,830000
Toyota Innova,Toyota,Innova,5,120000,Individual,Diesel,Manual,12.99,2494,100.6,7,900000
Maruti Alto,Maruti,Alto,6,55000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
Hyundai i20,Hyundai,i20,5,81984,Dealer,Diesel,Manual,23,1396,90,5,650000
Volkswagen Polo,Volkswagen,Polo,11,39800,Individual,Petrol,Manual,16.47,1198,73.9,5,265000
Volkswagen Polo,Volkswagen,Polo,8,72986,Dealer,Diesel,Manual,22.07,1199,73.9,5,500000
Tata Nexon,Tata,Nexon,2,30000,Individual,Petrol,Manual,17,1198,108.5,5,650000
Mahindra Scorpio,Mahindra,Scorpio,17,120000,Individual,Diesel,Manual,10.5,2179,120,7,145000
Hyundai i20,Hyundai,i20,4,27550,Dealer,Diesel,Manual,22.54,1396,88.73,5,783000
Volkswagen Polo,Volkswagen,Polo,10,120000,Individual,Petrol,Manual,16.47,1198,73.9,5,300000
Hyundai Grand,Hyundai,Grand,7,84566,Dealer,Diesel,Manual,24,1186,73.97,5,360000
Honda CR-V,Honda,CR-V,17,60000,Dealer,Petrol,Automatic,13.1,1997,141.1,5,525000
Maruti Swift,Maruti,Swift,6,73255,Dealer,Diesel,Manual,25.2,1248,74,5,556000
Maruti Alto,Maruti,Alto,7,60000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
Honda City,Honda,City,10,80000,Individual,Petrol,Manual,17,1497,118,5,350000
Maruti Alto,Maruti,Alto,3,14709,Dealer,Petrol,Manual,24.7,796,47.3,5,380000
Ford Aspire,Ford,Aspire,4,27000,Individual,Petrol,Manual,18.16,1196,86.8,5,540000
Toyota Fortuner,Toyota,Fortuner,4,76000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2750000
Maruti Alto,Maruti,Alto,5,25000,Individual,Petrol,Manual,22.74,796,47.3,5,220000
Tata Tigor,Tata,Tigor,2,60000,Individual,Diesel,Manual,24.7,1047,69,5,700000
BMW X1,BMW,X1,3,12000,Dealer,Diesel,Automatic,20.68,1995,188,5,3300000
Maruti Wagon R,Maruti,Wagon R,14,89000,Dealer,Petrol,Manual,18.9,998,67.1,5,185000
Maruti Ciaz,Maruti,Ciaz,3,9000,Individual,Diesel,Manual,26.82,1498,93.87,5,950000
Ford Figo,Ford,Figo,11,87884,Dealer,Petrol,Manual,15.6,1196,70,5,180000
Datsun RediGO,Datsun,RediGO,3,15000,Individual,Petrol,Manual,22.5,999,68,5,365000
Maruti Ciaz,Maruti,Ciaz,4,83000,Dealer,Diesel,Manual,26.32,1498,93.87,5,745000
Ford Freestyle,Ford,Freestyle,2,16000,Individual,Petrol,Manual,18.5,1194,94.93,5,700000
Hyundai Grand,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82,5,420000
Hyundai Verna,Hyundai,Verna,9,67630,Dealer,Diesel,Automatic,19.08,1582,126.32,5,675000
Volkswagen Polo,Volkswagen,Polo,6,44070,Dealer,Petrol,Automatic,17.2,1197,103.6,5,725000
Maruti Alto,Maruti,Alto,7,10595,Dealer,Petrol,Automatic,23.95,998,67.05,5,325000
Maruti Alto,Maruti,Alto,17,70000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
Jaguar XF,Jaguar,XF,7,69000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2100000
Hyundai i10,Hyundai,i10,7,36000,Dealer,Petrol,Manual,20.36,1197,78.9,5,345000
Mahindra Bolero,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,500000
Mahindra Bolero,Mahindra,Bolero,8,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
Maruti Alto,Maruti,Alto,14,76366,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
Maruti Ignis,Maruti,Ignis,4,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,450000
Maruti Ertiga,Maruti,Ertiga,6,44000,Dealer,Diesel,Manual,20.77,1248,88.76,7,775000
Volkswagen Vento,Volkswagen,Vento,2,1500,Individual,Diesel,Manual,22.27,1498,108.6,5,975000
Ford Figo,Ford,Figo,8,30000,Individual,Petrol,Manual,15.6,1196,70,5,325000
Maruti Ciaz,Maruti,Ciaz,2,12000,Individual,Petrol,Manual,21.56,1462,103.25,5,990000
Renault KWID,Renault,KWID,3,41000,Dealer,Petrol,Manual,23.01,999,67,5,395000
Maruti Ciaz,Maruti,Ciaz,2,1750,Trustmark Dealer,Petrol,Manual,20.65,1462,103.25,5,990000
Renault KWID,Renault,KWID,3,40000,Individual,Petrol,Automatic,24.04,999,67,5,350000
Honda Jazz,Honda,Jazz,2,5000,Individual,Petrol,Manual,18.2,1199,88.7,5,650000
Toyota Fortuner,Toyota,Fortuner,7,124998,Dealer,Diesel,Manual,11.5,2982,171,7,1800000
Volvo S90,Volvo,S90,4,40000,Dealer,Diesel,Automatic,18,1969,190,5,3850000
Honda City,Honda,City,5,45000,Individual,Petrol,Manual,17.8,1497,117.3,5,800000
Maruti Ertiga,Maruti,Ertiga,9,76000,Dealer,Diesel,Manual,25.47,1248,88.5,7,625000
Toyota Innova,Toyota,Innova,11,92626,Dealer,Petrol,Manual,12.4,1998,132,8,440000
Volkswagen Polo,Volkswagen,Polo,2,47000,Individual,Diesel,Manual,20.14,1498,88.5,5,750000
Hyundai i20,Hyundai,i20,8,47000,Dealer,Petrol,Manual,17,1197,80,5,475000
Volvo XC60,Volvo,XC60,9,99000,Dealer,Diesel,Automatic,14.7,1985,163,5,1600000
Maruti Ertiga,Maruti,Ertiga,5,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
Hyundai Santro,Hyundai,Santro,1,3000,Individual,Petrol,Manual,20.3,1086,68.07,5,380000
Honda Amaze,Honda,Amaze,5,25000,Individual,Petrol,Manual,17.8,1198,86.7,5,750000
BMW 5,BMW,5,4,20000,Individual,Diesel,Automatic,18.59,2993,261.49,5,5350000
Mahindra Marazzo,Mahindra,Marazzo,1,8000,Individual,Diesel,Manual,17.3,1497,121,7,950000
Maruti Baleno,Maruti,Baleno,3,4000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,650000
Hyundai Creta,Hyundai,Creta,5,112000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
Maruti Baleno,Maruti,Baleno,4,50898,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
Volkswagen Polo,Volkswagen,Polo,4,41000,Dealer,Diesel,Manual,20.14,1498,88.7,5,630000
Maruti Swift Dzire,Maruti,Swift Dzire,9,40000,Individual,Diesel,Manual,19.3,1248,73.9,5,460000
Maruti Baleno,Maruti,Baleno,3,25000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
Hyundai i10,Hyundai,i10,10,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
Maruti Alto,Maruti,Alto,2,25000,Individual,Petrol,Automatic,23.95,998,67.05,5,431000
Land Rover Rover,Land Rover,Rover,5,64000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,3290000
Hyundai i20,Hyundai,i20,3,35575,Dealer,Diesel,Manual,22.54,1396,88.73,5,710000
Mahindra Bolero,Mahindra,Bolero,9,60000,Individual,Diesel,Manual,15.96,2523,63,9,500000
Maruti Alto,Maruti,Alto,4,23000,Dealer,Petrol,Manual,24.7,796,47.3,5,285000
Hyundai i20,Hyundai,i20,3,21000,Dealer,Petrol,Manual,18.6,1197,81.86,5,795000
Maruti Swift,Maruti,Swift,7,24000,Individual,Diesel,Manual,25.2,1248,74,5,600000
Mahindra Bolero,Mahindra,Bolero,7,80000,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000
Hyundai Creta,Hyundai,Creta,3,31500,Dealer,Petrol,Manual,15.8,1591,121.3,5,1275000
Maruti Swift Dzire,Maruti,Swift Dzire,6,110000,Individual,Diesel,Manual,26.59,1248,74,5,440000
Maruti Swift Dzire,Maruti,Swift Dzire,8,74581,Dealer,Diesel,Manual,23.4,1248,74,5,550000
Ford Ecosport,Ford,Ecosport,2,42000,Dealer,Diesel,Manual,23,1498,98.96,5,1021000
Mahindra Bolero,Mahindra,Bolero,8,293000,Individual,Diesel,Manual,15.96,2523,62.1,9,405000
Maruti Alto,Maruti,Alto,2,6944,Dealer,Petrol,Manual,23.95,998,67.05,5,465000
Volkswagen Vento,Volkswagen,Vento,7,54187,Dealer,Diesel,Manual,20.34,1498,103.2,5,649000
Volkswagen Polo,Volkswagen,Polo,5,60000,Individual,Petrol,Manual,16.2,1199,74,5,485000
Maruti Alto,Maruti,Alto,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
Hyundai Grand,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24,1120,70,5,460000
Toyota Innova,Toyota,Innova,4,62000,Individual,Diesel,Manual,13.68,2393,147.8,7,1850000
Maruti Ciaz,Maruti,Ciaz,3,28500,Dealer,Diesel,Manual,28.09,1248,88.5,5,925000
Volkswagen Polo,Volkswagen,Polo,3,75000,Dealer,Diesel,Manual,20.14,1498,88,5,655000
Maruti Alto,Maruti,Alto,8,52000,Dealer,Petrol,Manual,20.92,998,67.1,5,260000
Tata Tigor,Tata,Tigor,3,25000,Individual,Petrol,Manual,20.3,1199,84,5,535000
Land Rover Rover,Land Rover,Rover,4,45000,Dealer,Diesel,Automatic,15.68,1999,177,5,4350000
Toyota Innova,Toyota,Innova,10,169000,Dealer,Diesel,Manual,12.8,2494,102,8,850000
Maruti Wagon R,Maruti,Wagon R,7,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,320000
Ford Ecosport,Ford,Ecosport,4,60000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000
Hyundai Verna,Hyundai,Verna,3,58000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1125000
Hyundai i10,Hyundai,i10,5,28300,Dealer,Petrol,Manual,20.36,1197,78.9,5,468000
Mahindra Scorpio,Mahindra,Scorpio,5,86613,Dealer,Diesel,Manual,15.4,2179,120,7,1275000
Hyundai Verna,Hyundai,Verna,6,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,685000
Ford Endeavour,Ford,Endeavour,4,33000,Individual,Diesel,Automatic,10.91,3198,197,7,2500000
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Petrol,Manual,21.01,1197,81.8,5,700000
Maruti Dzire VXI,Maruti,Dzire VXI,3,1902,Dealer,Petrol,Automatic,24.12,1197,88.5,5,755000
Hyundai i20,Hyundai,i20,11,90000,Individual,Petrol,Manual,17,1197,80,5,320000
Hyundai i20,Hyundai,i20,2,40000,Individual,Diesel,Manual,22.54,1396,88.76,5,700000
Maruti Alto,Maruti,Alto,13,40000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
Toyota Innova,Toyota,Innova,11,333000,Individual,Diesel,Manual,12.8,2494,102,7,415000
Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,23.1,998,67.04,5,460000
Maruti Alto,Maruti,Alto,7,62338,Dealer,Petrol,Manual,23.95,998,67.05,5,290000
Hyundai i10,Hyundai,i10,10,66084,Dealer,Petrol,Manual,20.36,1197,78.9,5,343000
Volkswagen Vento,Volkswagen,Vento,9,79349,Dealer,Diesel,Manual,20.54,1598,103.6,5,530000
Hyundai i10,Hyundai,i10,8,82000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
Honda City,Honda,City,5,25000,Dealer,Petrol,Automatic,18,1497,117.3,5,790000
Maruti Ciaz,Maruti,Ciaz,2,1700,Dealer,Petrol,Manual,21.56,1462,103.25,5,990000
Hyundai i20,Hyundai,i20,4,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
Honda City,Honda,City,13,60000,Individual,Petrol,Manual,17,1497,118,5,360000
Maruti Wagon R,Maruti,Wagon R,12,78000,Dealer,LPG,Manual,26.2,998,58.2,5,175000
Honda City,Honda,City,5,51300,Dealer,Diesel,Manual,26,1498,98.6,5,880000
Maruti Vitara,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,899000
Honda Amaze,Honda,Amaze,5,7500,Individual,Petrol,Manual,18,1198,86.7,5,650000
Hyundai i10,Hyundai,i10,12,70582,Individual,Petrol,Manual,19.81,1086,68.05,5,310000
Hyundai Santro,Hyundai,Santro,10,59081,Dealer,Petrol,Manual,17.92,1086,62.1,5,285000
Ford Figo,Ford,Figo,8,125000,Individual,Diesel,Manual,20,1399,68.1,5,350000
Skoda Octavia,Skoda,Octavia,7,65000,Dealer,Diesel,Automatic,19.3,1968,141,5,1250000
Tata Tiago,Tata,Tiago,3,36840,Dealer,Petrol,Manual,23.84,1199,84,5,425000
Volkswagen Polo,Volkswagen,Polo,1,18489,Dealer,Petrol,Manual,18.24,999,108.62,5,700000
Hyundai Grand,Hyundai,Grand,2,4000,Dealer,Petrol,Manual,18.9,1197,81.86,5,710000
Honda Civic,Honda,Civic,10,60000,Individual,Petrol,Automatic,13.9,1799,130.3,5,380000
Maruti Baleno,Maruti,Baleno,4,40000,Individual,Petrol,Manual,21.4,1197,83.1,5,575000
Maruti Alto,Maruti,Alto,3,7204,Dealer,Petrol,Manual,24.7,796,47.3,5,336000
Maruti Swift,Maruti,Swift,9,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,395000
Maruti Celerio,Maruti,Celerio,3,5000,Individual,Petrol,Automatic,21.63,998,67.04,5,535000
Maruti Ciaz,Maruti,Ciaz,2,13682,Dealer,Petrol,Manual,21.56,1462,103.25,5,850000
Tata Safari,Tata,Safari,7,88598,Dealer,Diesel,Manual,14,2179,138.1,7,560000
Volkswagen Polo,Volkswagen,Polo,8,101840,Dealer,Diesel,Manual,22.07,1199,73.9,5,450000
Maruti Swift,Maruti,Swift,9,80000,Individual,Diesel,Manual,22.9,1248,74,5,340000
Maruti Alto,Maruti,Alto,13,20000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
Toyota Innova,Toyota,Innova,4,90000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1750000
Ford Ecosport,Ford,Ecosport,6,73000,Dealer,Diesel,Manual,22.77,1498,98.59,5,650000
Skoda Octavia,Skoda,Octavia,7,86900,Dealer,Diesel,Automatic,19.3,1968,141,5,985000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,18000,Dealer,Diesel,Automatic,14.84,2143,170,5,2850000
Hyundai i20,Hyundai,i20,6,175000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
Ford Ecosport,Ford,Ecosport,3,29000,Dealer,Diesel,Manual,21.7,1498,98.96,5,1100000
Honda City,Honda,City,13,71441,Dealer,Petrol,Manual,17.7,1497,78,5,327000
Hyundai i10,Hyundai,i10,5,61450,Dealer,Petrol,Manual,20.36,1197,78.9,5,430000
Hyundai Grand,Hyundai,Grand,5,62214,Dealer,Diesel,Manual,24,1120,70,5,525000
Maruti Swift,Maruti,Swift,6,74232,Dealer,Diesel,Manual,25.2,1248,74,5,490000
Maruti Vitara,Maruti,Vitara,4,72312,Dealer,Diesel,Manual,24.3,1248,88.5,5,930000
Maruti Swift,Maruti,Swift,5,58000,Dealer,Diesel,Automatic,28.4,1248,74,5,595000
Mahindra Bolero,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
Audi A4,Audi,A4,10,130000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1325000
Maruti Wagon R,Maruti,Wagon R,5,63200,Dealer,Petrol,Manual,20.51,998,67.04,5,375000
Ford Ecosport,Ford,Ecosport,2,19000,Individual,Diesel,Manual,23,1498,98.96,5,1025000
Hyundai i20,Hyundai,i20,4,19000,Dealer,Petrol,Manual,17.19,1197,81.86,5,759000
Volkswagen Polo,Volkswagen,Polo,9,50000,Individual,Diesel,Manual,22.07,1199,73.9,5,380000
Maruti Ertiga,Maruti,Ertiga,2,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1050000
Ford Figo,Ford,Figo,11,104433,Dealer,Petrol,Manual,15.6,1196,70,5,285000
Maruti Wagon R,Maruti,Wagon R,3,49697,Dealer,Petrol,Automatic,21.79,998,67.05,5,475000
Maruti Ciaz,Maruti,Ciaz,6,70000,Individual,Petrol,Manual,20.73,1373,91.1,5,624000
Maruti Swift,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74,5,360000
BMW X1,BMW,X1,7,65180,Dealer,Diesel,Automatic,15.06,1995,177,5,1345000
Hyundai Verna,Hyundai,Verna,4,48000,Dealer,Petrol,Manual,17.01,1591,121.3,5,850000
Maruti Eeco,Maruti,Eeco,10,62000,Dealer,Petrol,Manual,15.37,1196,73,5,350000
BMW 5,BMW,5,8,60000,Individual,Diesel,Automatic,18.12,1995,190,5,1850000
Audi A6,Audi,A6,10,88402,Dealer,Diesel,Automatic,14.57,2967,241.38,5,1650000
Renault KWID,Renault,KWID,4,8500,Individual,Petrol,Manual,25.17,799,53.3,5,325000
Maruti Swift,Maruti,Swift,7,43528,Dealer,Diesel,Manual,28.4,1248,74,5,545000
Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,260000
Maruti Swift,Maruti,Swift,5,84000,Dealer,Diesel,Manual,28.4,1248,74,5,600000
Mahindra Thar,Mahindra,Thar,3,22600,Dealer,Diesel,Manual,16.55,2498,105,6,895000
Hyundai i20,Hyundai,i20,4,33048,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
Maruti Swift,Maruti,Swift,9,55380,Dealer,Diesel,Manual,22.9,1248,74,5,425000
Honda Jazz,Honda,Jazz,2,9812,Dealer,Petrol,Manual,18.7,1199,88.7,5,770000
Hyundai i20,Hyundai,i20,3,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,800000
BMW X1,BMW,X1,4,60000,Individual,Diesel,Automatic,20.68,1995,190,5,2700000
Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Manual,23.95,998,67.1,5,340000
Maruti Swift Dzire,Maruti,Swift Dzire,5,63328,Dealer,Diesel,Manual,26.59,1248,74,5,630000
Audi A4,Audi,A4,8,58000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1495000
Maruti Alto,Maruti,Alto,3,4600,Individual,Petrol,Manual,22.05,796,47.3,5,280000
Hyundai Grand,Hyundai,Grand,5,71900,Dealer,Diesel,Manual,24,1120,70,5,490000
Datsun RediGO,Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67,5,300000
Maruti Alto,Maruti,Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,200000
Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000
Maruti Alto,Maruti,Alto,19,82000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
Mahindra XUV500,Mahindra,XUV500,7,86436,Dealer,Diesel,Manual,15.1,2179,140,7,780000
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2523,75,7,700000
Jaguar XF,Jaguar,XF,8,25000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000
Renault KWID,Renault,KWID,2,1100,Dealer,Petrol,Manual,23.01,999,67,5,450000
Jeep Compass,Jeep,Compass,2,10000,Individual,Petrol,Automatic,16,1368,160,5,2050000
Maruti Wagon R,Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,440000
Maruti Baleno,Maruti,Baleno,5,120000,Individual,Diesel,Manual,27.39,1248,74,5,550000
Maruti Alto,Maruti,Alto,7,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
Maruti Wagon R,Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,20.51,998,67.04,5,299000
Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,420000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,52483,Dealer,Diesel,Automatic,11,2987,198.5,5,1050000
Mahindra Scorpio,Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,15.4,2523,75,7,710000
Maruti Ciaz,Maruti,Ciaz,6,77000,Dealer,Diesel,Manual,28.09,1248,88.5,5,735000
Hyundai i10,Hyundai,i10,11,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20,1399,68,5,325000
Renault KWID,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
Toyota Innova,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.8,2494,102,8,875000
Toyota Innova,Toyota,Innova,3,80000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1995000
Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20,1399,68,5,220000
Hyundai i10,Hyundai,i10,12,52473,Dealer,Petrol,Manual,20.36,1197,78.9,5,338000
Datsun RediGO,Datsun,RediGO,5,35000,Individual,Petrol,Manual,22.7,799,53.64,5,300000
Toyota Innova,Toyota,Innova,6,52000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1200000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,30000,Dealer,Diesel,Automatic,13,2143,201.1,5,2950000
Volkswagen Vento,Volkswagen,Vento,7,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,635000
Ford Ecosport,Ford,Ecosport,2,10370,Dealer,Petrol,Manual,17,1497,121.31,5,950000
Ford Ecosport,Ford,Ecosport,7,49000,Dealer,Diesel,Manual,22.7,1498,89.84,5,649000
Hyundai Creta,Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,870000
Mahindra Marazzo,Mahindra,Marazzo,2,70000,Individual,Diesel,Manual,17.3,1497,121,8,1200000
Hyundai Grand,Hyundai,Grand,5,65834,Dealer,Petrol,Manual,18.9,1197,82,5,550000
Ford Figo,Ford,Figo,4,27500,Individual,Diesel,Manual,25.83,1498,99,5,580000
Maruti Baleno,Maruti,Baleno,6,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,530000
Ford Ecosport,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,98.59,5,715000
Maruti Swift Dzire,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74,5,480000
Toyota Innova,Toyota,Innova,12,194532,Dealer,Diesel,Manual,12.8,2494,102,7,625000
Toyota Innova,Toyota,Innova,14,120000,Individual,Diesel,Manual,12.8,2494,102,8,300000
Toyota Fortuner,Toyota,Fortuner,4,94926,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2900000
Maruti Wagon R,Maruti,Wagon R,4,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,410000
Maruti Alto,Maruti,Alto,2,8300,Individual,Petrol,Manual,24.7,796,47.3,5,330000
Maruti Ignis,Maruti,Ignis,4,30000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000
Honda WR-V,Honda,WR-V,3,78430,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
Ford Figo,Ford,Figo,9,98398,Dealer,Diesel,Manual,20,1399,68,5,200000
Honda WR-V,Honda,WR-V,3,16053,Dealer,Diesel,Manual,25.5,1498,98.6,5,920000
Maruti Swift,Maruti,Swift,10,88000,Dealer,Diesel,Manual,28.4,1248,74,5,265000
Toyota Innova,Toyota,Innova,6,65000,Dealer,Diesel,Manual,12.8,2494,102,8,930000
Hyundai i10,Hyundai,i10,14,78000,Dealer,Petrol,Manual,20.36,1197,78.9,5,225000
Hyundai Grand,Hyundai,Grand,6,54507,Dealer,Petrol,Manual,18.9,1197,82,5,485000
Honda Jazz,Honda,Jazz,4,26000,Individual,Petrol,Automatic,19,1199,88.7,5,675000
Honda Amaze,Honda,Amaze,7,78000,Dealer,Diesel,Manual,24.7,1498,98.63,5,485000
Maruti Alto,Maruti,Alto,6,38000,Dealer,Petrol,Automatic,23.95,998,67.05,5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,5,38000,Dealer,Diesel,Manual,23.4,1248,74,5,625000
Volkswagen Vento,Volkswagen,Vento,9,185000,Individual,Diesel,Manual,20.54,1598,103.6,5,425000
Hyundai Creta,Hyundai,Creta,3,49000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1390000
Maruti Wagon R,Maruti,Wagon R,11,40000,Individual,Petrol,Manual,17.3,1061,64,5,250000
Maruti Wagon R,Maruti,Wagon R,15,39056,Dealer,Petrol,Manual,18.9,998,67.1,5,100000
Toyota Innova,Toyota,Innova,11,150000,Dealer,Diesel,Manual,12.8,2494,102,7,850000
